text,aspect,arfs,sentiment
"On the bad side , Etrade does have technical problems often and it is slow to load .",Etrade,bad side technical,negative
Etrade should have offered me an incentive to stay ; I should n't have had to ask .,Etrade,offered incentive stay,negative
I have to admit Etrade is one of the better on - line brokerages available in the market today .,Etrade,admit one better,positive
And with Etrade it only costs $ 20.00 per trade and $ 50.00 with the others .,Etrade,costs 20.00 per,positive
"This order should not have gone through , because I did not have enough money to buy those shares , yet Etrade went ahead and executed the order .",Etrade,order gone enough,negative
"Then the share value dropped and Etrade notified me after a few month that I had to pay back the money they "" lent "" me .",Etrade,share value dropped,negative
I called Etrade and the customer service rep told me that they never sent a charge of $ 60 to my new brokerage firm and that it was deducted before the transfer ( pretty much implying that my new brokerage firm was lying about the charge ) .,Etrade,called customer service,negative
"Etrade ca n't fool me , they suck and they know it . they WERE a pioneer but now a LAGGARD .",Etrade,ca n't fool,negative
It is these additions that put Etrade a notch ahead of the rest of the online trading community .,Etrade,additions put notch,positive
"Again , this is based on my ongoing frustrations with Etrade .",Etrade,based ongoing frustrations,negative
As far as Etrade goes I have been dissatisfied with this company from the start .,Etrade,far goes dissatisfied,negative
"( Datek , Ameritrade , Suretrade ) I am very unpleased with Etrade for multiple reason that have accumulated over the years .",Etrade,Datek Ameritrade Suretrade,negative
"This hurts my grade slightly , but I read enough illiterate material at my job .",grade,hurts slightly read,negative
There is a lot of helpful free information at your fingertips .,information,lot helpful free,positive
"Overall , I would recommend them as a discount brokerage which provides superb information on securities , markets and allows you to participate in IPOs .",information,Overall would recommend,positive
There is a tremendous amount of information .,information,tremendous amount,positive
"The information about various stocks is helpful , but on newer issues is sometimes scant .",information,various stocks helpful,neutral
"I not only benefit from the information but , so does the whole group .",information,benefit whole group,positive
What I would suggest is to use two discount brokers : one E*TRADE where you can get lots of valuable information and the other one like Datek where you can execute orders fast ( all the time ! ),information,would suggest use,positive
They offer so many different lists and you can easily decide what lists are for you by what you like . Not only are they wonderful at maintaining a good community of lists in all categories and topics but they also have a chat function to enable you to actually chat with fellow list members .,"community, of, lists",offer many different,positive
